medcode,readcode,readterm,cat,score
283776,2062,LEUKAEMIA HAIRY CELL TYPE,Any malignancy,2
269993,B615600,Hodgkin's mixed cellularity of intrapelvic lymph nodes,Any malignancy,2
260778,B682.00,Subacute leukaemia NOS,Any malignancy,2
56954,B337200,Malignant neoplasm of skin of knee,Any malignancy,2
37590,B052.00,Malignant neoplasm of hard palate,Any malignancy,2
255676,ZV10713,[V]Personal history of other haematopoietic neoplasm,Any malignancy,2
64596,BBK0700,[M]Myxoid leiomyosarcoma,Any malignancy,2
34878,B308300,Malignant neoplasm of medial cuneiform,Any malignancy,2
16297,B0z0.00,Malignant neoplasm of pharynx unspecified,Any malignancy,2
27849,BB5U200,[M]Villous adenocarcinoma,Any malignancy,2
16874,B4...11,Carcinoma of genitourinary organ,Any malignancy,2
36948,B810100,Carcinoma in situ of cricoid cartilage,Any malignancy,2
95671,Byu5700,"[X]Malignant neoplasm of peritoneum, unspecified",Any malignancy,2
56709,B04y.00,Malignant neoplasm of other sites of floor of mouth,Any malignancy,2
70637,B320.00,Malignant melanoma of lip,Any malignancy,2
67203,BBgG.11,[M]Lymphoblastic lymphosarcoma NOS,Any malignancy,2
56554,B826000,Carcinoma in situ of skin of shoulder,Any malignancy,2
24801,B800400,Carcinoma in situ of floor of mouth,Any malignancy,2
98361,Byu5B00,[X]Kaposi's sarcoma of other sites,Any malignancy,2
1220,B13..00,Malignant neoplasm of colon,Any malignancy,2
51795,B545000,Malignant neoplasm of glomus jugulare,Any malignancy,2
45986,B041.00,Malignant neoplasm of lateral portion of floor of mouth,Any malignancy,2
32472,BB9H.00,[M]Inflammatory carcinoma,Any malignancy,2
303104,1560C,CARCINOMA GALLBLADDER,Any malignancy,2
17137,B833000,Carcinoma in situ of ovary,Any malignancy,2
242305,B232.00,Mesothelioma of pleura,Any malignancy,2
31794,B627W00,Unspecified B-cell non-Hodgkin's lymphoma,Any malignancy,2
43435,B41yz00,Malignant neoplasm of other site of cervix NOS,Any malignancy,2
4661,B935.12,Mastocytoma NOS,Any malignancy,2
104934,B62Ew00,Other mature T/NK-cell lymphoma,Any malignancy,2
21327,B333500,Malignant neoplasm of skin of temple,Any malignancy,2
3230,B41..11,Cervical carcinoma (uterus),Any malignancy,2
103354,B308z00,Malignant neoplasm of short bones of leg NOS,Any malignancy,2
16126,B150000,Primary carcinoma of liver,Any malignancy,2
251568,B623600,Malignant histiocytosis of intrapelvic lymph nodes,Any malignancy,2
95629,B325500,Malignant melanoma of perineum,Any malignancy,2
260664,B072100,Malignant neoplasm of opening of auditory tube,Any malignancy,2
16704,B302.00,Malignant neoplasm of vertebral column,Any malignancy,2
50946,BB9C.00,[M]Medullary carcinoma with amyloid stroma,Any malignancy,2
105296,BBTD200,"[M]Haemangiopericytoma, malignant",Any malignancy,2
24370,B142.00,Malignant neoplasm of anal canal,Any malignancy,2
55659,B14y.00,"Malig neop other site rectum, rectosigmoid junction and anus",Any malignancy,2
55630,B07y.00,Malignant neoplasm of other specified site of nasopharynx,Any malignancy,2
47252,B323.00,Malignant melanoma of other and unspecified parts of face,Any malignancy,2
260677,B2...00,Malig neop of respiratory tract and intrathoracic organs,Any malignancy,2
58061,B452.00,Malignant neoplasm of labia minora,Any malignancy,2
68889,BBE4.00,[M]Balloon cell melanoma,Any malignancy,2
228992,1719A,MALIGNANT NEOPLASM CONNECTIVE TISSUE,Any malignancy,2
219896,1550B,HEPATOMA,Any malignancy,2
102547,BB3D.00,"[M]Basal cell carcinoma, nodular",Any malignancy,2
17212,BBLH.00,[M]Rhabdoid sarcoma,Any malignancy,2
99096,Byu2300,[X]Malignant neopl/overlapping les/resp+intrathoracic organs,Any malignancy,2
303093,1519C,STOMACH CARCINOMA,Any malignancy,2
237957,2022BM,MALIGNANT NEOPLASM BONE MARROW,Any malignancy,2
72695,ByuFA00,[X]Carcinoma in situ of other parts of cervix,Any malignancy,2
94810,BBB4.00,[M]Adenocarcinoma with spindle cell metaplasia,Any malignancy,2
61194,B337z00,Malignant neoplasm of skin of lower limb or hip NOS,Any malignancy,2
8771,B170.00,Malignant neoplasm of head of pancreas,Any malignancy,2
44609,B306000,Malignant neoplasm of ilium,Any malignancy,2
8244,B801.00,Carcinoma in situ of oesophagus,Any malignancy,2
64195,B54z.00,Malig neop of endocrine gland or related structure NOS,Any malignancy,2
95609,BB5B300,"[M]Insulinoma, malignant",Any malignancy,2
54305,B327200,Malignant melanoma of knee,Any malignancy,2
55268,BBK2100,[M]Myosarcoma,Any malignancy,2
21732,BBH1.00,[M]Myxosarcoma,Any malignancy,2
17475,B300A00,Malignant neoplasm of maxilla,Any malignancy,2
16902,BB5y000,[M]Basal cell adenocarcinoma,Any malignancy,2
292881,159 CD,CARCINOMA DIGESTIVE ORGAN,Any malignancy,2
16915,B151.00,Malignant neoplasm of intrahepatic bile ducts,Any malignancy,2
97996,B44y.00,Malignant neoplasm of other site of uterine adnexa,Any malignancy,2
94750,BBp0.00,[M]Mastocytoma NOS,Any malignancy,2
66384,B001000,"Malignant neoplasm of lower lip, external",Any malignancy,2
265557,1959AB,MALIGNANT NEOPLASM TEMPORAL,Any malignancy,2
55066,B062.00,Malignant neoplasm of tonsillar pillar,Any malignancy,2
35816,ZV10511,[V]Personal history of malignant neoplasm of bladder,Any malignancy,2
303130,1891C,CARCINOMA RENAL PELVIS,Any malignancy,2
54613,B201200,Malignant neoplasm of tympanic antrum,Any malignancy,2
16241,B060.00,Malignant neoplasm of tonsil,Any malignancy,2
7900,142..12,H/O: carcinoma,Any malignancy,2
283743,1530AC,MALIGNANT NEOPLASM CAECUM,Any malignancy,2
274699,2072AE,ERYTHRAEMIA ACUTE,Any malignancy,2
23480,B335900,Malignant neoplasm of perianal skin,Any malignancy,2
70587,B337700,Malignant neoplasm of skin of foot,Any malignancy,2
54747,B300600,Malignant neoplasm of parietal bone,Any malignancy,2
297427,B612600,Hodgkin's sarcoma of intrapelvic lymph nodes,Any malignancy,2
52373,B812400,Carcinoma in situ of lower lobe bronchus and lung,Any malignancy,2
54685,B326100,Malignant melanoma of upper arm,Any malignancy,2
107258,B011100,Malignant neoplasm of midline of tongue,Any malignancy,2
210812,186 A,MALIGNANT NEOPLASM TESTIS,Any malignancy,2
102417,BB3C.00,[M]Superficial basal cell carcinoma,Any malignancy,2
38938,B306z00,"Malignant neoplasm of pelvis, sacrum or coccyx NOS",Any malignancy,2
33444,B221100,Malignant neoplasm of hilus of lung,Any malignancy,2
45262,Byu8200,"[X]Malignant neoplasm of male genital organ, unspecified",Any malignancy,2
94390,B070.00,Malignant neoplasm of roof of nasopharynx,Any malignancy,2
34015,BB5S200,[M]Bronchiolo-alveolar adenocarcinoma,Any malignancy,2
260756,B614600,Hodgkin's nodular sclerosis of intrapelvic lymph nodes,Any malignancy,2
29462,B4Az.00,Malignant neoplasm of kidney or urinary organs NOS,Any malignancy,2
96231,BBGJ.00,"[M]Fibroxanthoma, malignant",Any malignancy,2
54352,B336300,Malignant neoplasm of skin of hand,Any malignancy,2
242321,B314000,Malig neop of connective and soft tissue of abdominal wall,Any malignancy,2
36731,B331000,Malignant neoplasm of canthus,Any malignancy,2
36495,B161211,Carcinoma common bile duct,Any malignancy,2
38862,B490.00,Malignant neoplasm of trigone of urinary bladder,Any malignancy,2
260757,B620400,Nodular lymphoma of lymph nodes of axilla and upper limb,Any malignancy,2
54234,B334.00,Malignant neoplasm of scalp and skin of neck,Any malignancy,2
106969,B628500,Diffuse follicle centre lymphoma,Any malignancy,2
54632,B321.00,Malignant melanoma of eyelid including canthus,Any malignancy,2
102151,B060200,Malignant neoplasm of overlapping lesion of tonsil,Any malignancy,2
97577,B602300,Burkitt's lymphoma of intra-abdominal lymph nodes,Any malignancy,2
297432,B616500,Hodgkin's lymphocytic depletion lymph nodes inguinal and leg,Any malignancy,2
91457,Byu5900,"[X]Malignant neoplasm/connective + soft tissue,unspecified",Any malignancy,2
15027,B62yz00,Malignant lymphoma NOS,Any malignancy,2
54171,B104.00,Malignant neoplasm of middle third of oesophagus,Any malignancy,2
46423,B933.11,Cystosarcoma phyllodes,Any malignancy,2
59170,B51y000,Malignant neoplasm of corpus callosum,Any malignancy,2
260762,B622100,"Sezary's disease of lymph nodes of head, face and neck",Any malignancy,2
270249,Byu5500,[X]Mal neoplasm/overlap les/periph nerv??? nerv systm,Any malignancy,2
228990,1569A,MALIGNANT NEOPLASM BILE/BILIARY TRACT,Any malignancy,2
303127,186 B,SEMINOMA,Any malignancy,2
94776,B1z2.00,"Malignant neoplasm, overlapping lesion of digestive system",Any malignancy,2
51680,BBgV.00,"[M]Malignant lymphoma, small cell, noncleaved, diffuse",Any malignancy,2
247122,2050PM,LEUKAEMIA PROMYELOCYTIC ACUTE,Any malignancy,2
215414,Byu5800,"[X]Mal neoplasm/connective? tissue of trunk,unspecified",Any malignancy,2
30416,BB82111,[M]Colloid adenocarcinoma,Any malignancy,2
46469,B827100,Carcinoma in situ of skin of thigh,Any malignancy,2
47667,B803200,Carcinoma in situ of descending colon,Any malignancy,2
3213,B430.00,"Malignant neoplasm of corpus uteri, excluding isthmus",Any malignancy,2
61984,BB1G.00,[M]Spheroidal cell carcinoma,Any malignancy,2
46581,BBF4.11,[M]Pleomorphic cell sarcoma,Any malignancy,2
2492,B33z.00,Malignant neoplasm of skin NOS,Any malignancy,2
288430,Byu5200,[X]Kaposi's sarcoma of multiple organs,Any malignancy,2
61390,B540000,Malignant neoplasm of adrenal cortex,Any malignancy,2
54276,BB1E.00,[M]Pseudosarcomatous carcinoma,Any malignancy,2
17151,BB81.11,[M]Ovarian cystadenoma or carcinoma,Any malignancy,2
97858,B828300,Melanoma in situ of scalp and neck,Any malignancy,2
66457,ZV10y00,[V]Personal history of other specified malignant neoplasm,Any malignancy,2
89593,B151200,Malignant neoplasm of intrahepatic biliary passages,Any malignancy,2
50898,B18y300,Malignant neoplasm of omentum,Any malignancy,2
38978,B15z.00,Malignant neoplasm of liver and intrahepatic bile ducts NOS,Any malignancy,2
19263,BB5f.00,[M]Thyroid adenoma and adenocarcinoma,Any malignancy,2
106915,B073100,Malignant neoplasm of nasopharyngeal soft palate surface,Any malignancy,2
60803,BB9J.11,"[M]Paget's disease, breast",Any malignancy,2
103245,B601700,Lymphosarcoma of spleen,Any malignancy,2
38442,BB81200,"[M]Serous cystadenocarcinoma, NOS",Any malignancy,2
92245,B613200,"Hodgkin's, lymphocytic-histiocytic pred intrathoracic nodes",Any malignancy,2
53591,B10y.00,Malignant neoplasm of other specified part of oesophagus,Any malignancy,2
37774,B802z00,Carcinoma in situ of stomach NOS,Any malignancy,2
71136,B323100,Malignant melanoma of chin,Any malignancy,2
17366,BBF..00,[M]Soft tissue tumours and sarcomas NOS,Any malignancy,2
4217,BB5c.00,[M]Parathyroid adenomas and adenocarcinomas,Any malignancy,2
17064,142..00,H/O: malignant neoplasm (*),Any malignancy,2
64817,B502.00,Malignant neoplasm of lacrimal gland,Any malignancy,2
247117,201 ML,MALIGNANT LYMPHOGRANULOMA,Any malignancy,2
55953,B300400,Malignant neoplasm of occipital bone,Any malignancy,2
67884,B350100,Malignant neoplasm of areola of male breast,Any malignancy,2
105038,B627G00,Mediastinal (thymic) large B-cell lymphoma,Any malignancy,2
63142,B82z.00,Carcinoma in situ of skin NOS,Any malignancy,2
260979,Byu7200,[X]Malignant neoplasm/overlapping lesion/feml genital organs,Any malignancy,2
4865,B10z.11,Oesophageal cancer,Any malignancy,2
247097,1700AM,MALIGNANT NEOPLASM MAXILLA,Any malignancy,2
219918,2022LK,LYMPHOMA LEUKAEMIC,Any malignancy,2
12427,BB9F.00,[M]Lobular carcinoma NOS,Any malignancy,2
306052,1739BP,BASAL CELL PAPILLOMA,Any malignancy,2
72224,B1z1100,Fibrosarcoma of spleen,Any malignancy,2
1800,B141.00,Malignant neoplasm of rectum,Any malignancy,2
63460,B213000,Malignant neoplasm of arytenoid cartilage,Any malignancy,2
5637,B53..00,Malignant neoplasm of thyroid gland,Any malignancy,2
31210,B150100,Hepatoblastoma of liver,Any malignancy,2
99001,B002100,"Malignant neoplasm of upper lip, frenulum",Any malignancy,2
224243,B680.00,Acute leukaemia NOS,Any malignancy,2
46771,BB5D800,"[M]Hepatocellular carcinoma, fibrolamellar",Any malignancy,2
52684,BBW9.00,[M]Mesenchymal chondrosarcoma,Any malignancy,2
260697,B313z00,Malig neop of connective and soft tissue of thorax NOS,Any malignancy,2
260775,B661.00,Chronic monocytic leukaemia,Any malignancy,2
94278,B110111,Malignant neoplasm of gastro-oesophageal junction,Any malignancy,2
12497,BB82100,[M]Mucinous adenocarcinoma,Any malignancy,2
96783,B005.00,Malignant neoplasm of commissure of lip,Any malignancy,2
278963,B00z.00,Malignant neoplasm of vermilion border of lip unspecified,Any malignancy,2
101907,B182.00,Overlapping malign lesion of retroperitoneum and peritoneum,Any malignancy,2
27542,B827300,Carcinoma in situ of skin of lower leg,Any malignancy,2
36114,BBg1.00,[M]Malignant lymphoma NOS,Any malignancy,2
52493,BBQ7213,"[M]Teratoblastoma, malignant",Any malignancy,2
24208,BBEH.00,[M]Superficial spreading melanoma,Any malignancy,2
206213,B692.00,Subacute myelomonocytic leukaemia,Any malignancy,2
219908,1899T,NEOPLASM MALIGNANT URINARY TRACT,Any malignancy,2
59004,B072.00,Malignant neoplasm of lateral wall of nasopharynx,Any malignancy,2
21609,BB18.00,"[M]Carcinoma, undifferentiated type, NOS",Any malignancy,2
66367,A789700,HIV dis resulting oth types of non-Hodgkin's lymphoma,Any malignancy,2
301596,ZV10612,[V]Personal history of monocytic leukaemia,Any malignancy,2
69927,B308800,Malignant neoplasm of first metatarsal bone,Any malignancy,2
6328,B834.00,Carcinoma in situ of prostate,Any malignancy,2
27853,A789500,HIV disease resulting in Kaposi's sarcoma,Any malignancy,2
265548,186 AN,TUMOUR TESTIS SERTOLI CELL,Any malignancy,2
102593,BB96.00,[M]Noninfiltrating intraductal papillary adenocarcinoma,Any malignancy,2
52141,ZV10414,[V]Personal history of malignant neoplasm of ovary,Any malignancy,2
17912,B042.00,"Malignant neoplasm, overlapping lesion of floor of mouth",Any malignancy,2
269944,B31y.00,Malig neop connective and soft tissue other specified site,Any malignancy,2
279082,B62z700,Unspec malig neop lymphoid/histiocytic of spleen,Any malignancy,2
303122,1830C,CARCINOMA OVARY,Any malignancy,2
45681,B83..00,Carcinoma in situ of breast and genitourinary system,Any malignancy,2
18245,B330.00,Malignant neoplasm of skin of lip,Any malignancy,2
303121,1830AU,ADENOCARCINOMA UTERUS,Any malignancy,2
10375,B810811,Carcinoma in situ of glottis,Any malignancy,2
264855,ZV10213,[V]Personal history of malignant neoplasm of middle ear,Any malignancy,2
51921,B306200,Malignant neoplasm of pubis,Any malignancy,2
242390,B651000,Chronic eosinophilic leukaemia,Any malignancy,2
306056,188 TC,TRANSITIONAL CELL CARCINOMA BLADDER,Any malignancy,2
64343,BBj6100,"[M]Hodgkin,s disease, nodular sclerosis, mixed cellularity",Any malignancy,2
11018,8HBG.00,Diabetic retinopathy 12 month review,Diabetes with end-organ damage,2
55239,C10EQ00,Type 1 diabetes mellitus with gastroparesis,Diabetes with end-organ damage,2
18777,C10F000,Type 2 diabetes mellitus with renal complications,Diabetes with end-organ damage,2
49869,C109G12,Type 2 diabetes mellitus with arthropathy,Diabetes with end-organ damage,2
18425,C10FB00,Type 2 diabetes mellitus with polyneuropathy,Diabetes with end-organ damage,2
306132,250 F,NEUROPATHY DIABETIC,Diabetes with end-organ damage,2
70821,C10yz00,Diabetes mellitus NOS with other specified manifestation,Diabetes with end-organ damage,2
103902,C10FG11,Type II diabetes mellitus with arthropathy,Diabetes with end-organ damage,2
219965,250 M,CHARCOT'S DIABETIC ARTHROPATHY,Diabetes with end-organ damage,2
27891,N030100,Diabetic Charcot arthropathy,Diabetes with end-organ damage,2
107881,K08yA11,Clinical diabetic nephropathy,Diabetes with end-organ damage,2
63555,F374z00,Polyneuropathy in disease NOS,Diabetes with end-organ damage,2
47582,C10E000,Type 1 diabetes mellitus with renal complications,Diabetes with end-organ damage,2
47377,C105y00,Other specified diabetes mellitus with ophthalmic complicatn,Diabetes with end-organ damage,2
101311,C10EC12,Insulin dependent diabetes mellitus with polyneuropathy,Diabetes with end-organ damage,2
33807,C107200,"Diabetes mellitus, adult with gangrene",Diabetes with end-organ damage,2
98071,C10E112,Insulin-dependent diabetes mellitus with ophthalmic comps,Diabetes with end-organ damage,2
41049,C108712,Type 1 diabetes mellitus with retinopathy,Diabetes with end-organ damage,2
34912,C109400,Non-insulin dependent diabetes mellitus with ulcer,Diabetes with end-organ damage,2
98704,C10E512,Insulin dependent diabetes mellitus with ulcer,Diabetes with end-organ damage,2
12736,C10F500,Type 2 diabetes mellitus with gangrene,Diabetes with end-organ damage,2
50429,C109100,Non-insulin-dependent diabetes mellitus with ophthalm comps,Diabetes with end-organ damage,2
11129,2BBQ.00,O/E - left eye background diabetic retinopathy,Diabetes with end-organ damage,2
47816,C109H11,Type II diabetes mellitus with neuropathic arthropathy,Diabetes with end-organ damage,2
18143,C109G11,Type II diabetes mellitus with arthropathy,Diabetes with end-organ damage,2
45467,C109B00,Non-insulin dependent diabetes mellitus with polyneuropathy,Diabetes with end-organ damage,2
18387,C10E700,Type 1 diabetes mellitus with retinopathy,Diabetes with end-organ damage,2
9835,2BBL.00,O/E - diabetic maculopathy present both eyes,Diabetes with end-organ damage,2
256383,250 LK,KIMMELSTIEL- WILSON DISEASE/SYNDROME,Diabetes with end-organ damage,2
63357,C107100,"Diabetes mellitus, adult, + peripheral circulatory disorder",Diabetes with end-organ damage,2
69993,C10E600,Type 1 diabetes mellitus with gangrene,Diabetes with end-organ damage,2
16230,C106.00,Diabetes mellitus with neurological manifestation,Diabetes with end-organ damage,2
18230,C108J12,Type 1 diabetes mellitus with neuropathic arthropathy,Diabetes with end-organ damage,2
13108,2BBX.00,O/E - left eye diabetic maculopathy,Diabetes with end-organ damage,2
16502,C104.00,Diabetes mellitus with renal manifestation,Diabetes with end-organ damage,2
346841,C108C11,Type I diabetes mellitus with polyneuropathy,Diabetes with end-organ damage,2
65704,C109412,Type 2 diabetes mellitus with ulcer,Diabetes with end-organ damage,2
33254,C105.00,Diabetes mellitus with ophthalmic manifestation,Diabetes with end-organ damage,2
47584,F420500,Advanced diabetic retinal disease,Diabetes with end-organ damage,2
49554,C10EF00,Type 1 diabetes mellitus with diabetic cataract,Diabetes with end-organ damage,2
54212,C109F00,Non-insulin-dependent d m with peripheral angiopath,Diabetes with end-organ damage,2
44260,C108F00,Insulin dependent diabetes mellitus with diabetic cataract,Diabetes with end-organ damage,2
31053,R054300,[D]Widespread diabetic foot gangrene,Diabetes with end-organ damage,2
11626,F420z00,Diabetic retinopathy NOS,Diabetes with end-organ damage,2
17247,F35z000,Diabetic mononeuritis NOS,Diabetes with end-organ damage,2
52104,C108300,Insulin dependent diabetes mellitus with multiple complicatn,Diabetes with end-organ damage,2
17067,F171100,Autonomic neuropathy due to diabetes,Diabetes with end-organ damage,2
102740,C108112,Type 1 diabetes mellitus with ophthalmic complications,Diabetes with end-organ damage,2
13279,C104y00,Other specified diabetes mellitus with renal complications,Diabetes with end-organ damage,2
67853,C106000,"Diabetes mellitus, juvenile, + neurological manifestation",Diabetes with end-organ damage,2
63762,C10z100,"Diabetes mellitus, adult onset, + unspecified complication",Diabetes with end-organ damage,2
93875,C10E712,Insulin dependent diabetes mellitus with retinopathy,Diabetes with end-organ damage,2
18142,N030000,Diabetic cheiroarthropathy,Diabetes with end-organ damage,2
40962,C109H00,Non-insulin dependent d m with neuropathic arthropathy,Diabetes with end-organ damage,2
10755,F420600,Non proliferative diabetic retinopathy,Diabetes with end-organ damage,2
100292,Cyu2300,[X]Unspecified diabetes mellitus with renal complications,Diabetes with end-organ damage,2
67905,C109211,Type II diabetes mellitus with neurological complications,Diabetes with end-organ damage,2
93468,C10EG00,Type 1 diabetes mellitus with peripheral angiopathy,Diabetes with end-organ damage,2
16491,C106.13,Diabetes mellitus with polyneuropathy,Diabetes with end-organ damage,2
99628,Kyu0300,[X]Glomerular disorders in diabetes mellitus,Diabetes with end-organ damage,2
64357,C10zz00,Diabetes mellitus NOS with unspecified complication,Diabetes with end-organ damage,2
18209,C109012,Type 2 diabetes mellitus with renal complications,Diabetes with end-organ damage,2
25591,C10FQ00,Type 2 diabetes mellitus with exudative maculopathy,Diabetes with end-organ damage,2
68390,C108512,Type 1 diabetes mellitus with ulcer,Diabetes with end-organ damage,2
18642,C10EH00,Type 1 diabetes mellitus with arthropathy,Diabetes with end-organ damage,2
34283,C105z00,Diabetes mellitus NOS with ophthalmic manifestation,Diabetes with end-organ damage,2
42762,C109612,Type 2 diabetes mellitus with retinopathy,Diabetes with end-organ damage,2
46963,C108000,Insulin-dependent diabetes mellitus with renal complications,Diabetes with end-organ damage,2
21983,C108012,Type 1 diabetes mellitus with renal complications,Diabetes with end-organ damage,2
17545,C108F11,Type I diabetes mellitus with diabetic cataract,Diabetes with end-organ damage,2
13103,2BBS.00,O/E - left eye preproliferative diabetic retinopathy,Diabetes with end-organ damage,2
7045,14F4.00,H/O: Admission in last year for diabetes foot problem,Diabetes with end-organ damage,2
17313,F440700,Diabetic iritis,Diabetes with end-organ damage,2
13101,2BBV.00,O/E - left eye proliferative diabetic retinopathy,Diabetes with end-organ damage,2
47321,C10F100,Type 2 diabetes mellitus with ophthalmic complications,Diabetes with end-organ damage,2
10098,C10yy00,Other specified diabetes mellitus with other spec comps,Diabetes with end-organ damage,2
49276,C108100,Insulin-dependent diabetes mellitus with ophthalmic comps,Diabetes with end-organ damage,2
45499,K01x111,Kimmelstiel - Wilson disease,Diabetes with end-organ damage,2
52041,2BBl.00,O/E - left eye stable treated prolif diabetic retinopathy,Diabetes with end-organ damage,2
70316,C109112,Type 2 diabetes mellitus with ophthalmic complications,Diabetes with end-organ damage,2
35316,2G5H.00,O/E - Right diabetic foot - ulcerated,Diabetes with end-organ damage,2
99231,C108B11,Type I diabetes mellitus with mononeuropathy,Diabetes with end-organ damage,2
10659,F464000,Diabetic cataract,Diabetes with end-organ damage,2
55842,C109200,Non-insulin-dependent diabetes mellitus with neuro comps,Diabetes with end-organ damage,2
37315,F3y0.00,Diabetic mononeuropathy,Diabetes with end-organ damage,2
91646,C10F411,Type II diabetes mellitus with ulcer,Diabetes with end-organ damage,2
69124,C107300,IDDM with peripheral circulatory disorder,Diabetes with end-organ damage,2
34152,G73y000,Diabetic peripheral angiopathy,Diabetes with end-organ damage,2
53634,R054200,[D]Gangrene of toe in diabetic,Diabetes with end-organ damage,2
57333,N030011,Diabetic cheiropathy,Diabetes with end-organ damage,2
24327,M271000,Ischaemic ulcer diabetic foot,Diabetes with end-organ damage,2
101735,C10E212,Insulin-dependent diabetes mellitus with neurological comps,Diabetes with end-organ damage,2
91943,C10EC11,Type I diabetes mellitus with polyneuropathy,Diabetes with end-organ damage,2
24694,C108B00,Insulin dependent diabetes mellitus with mononeuropathy,Diabetes with end-organ damage,2
48192,C109E11,Type II diabetes mellitus with diabetic cataract,Diabetes with end-organ damage,2
24836,C109C12,Type 2 diabetes mellitus with nephropathy,Diabetes with end-organ damage,2
3286,F420100,Proliferative diabetic retinopathy,Diabetes with end-organ damage,2
13097,2BBT.00,O/E - right eye proliferative diabetic retinopathy,Diabetes with end-organ damage,2
40401,C109500,Non-insulin dependent diabetes mellitus with gangrene,Diabetes with end-organ damage,2
7795,C106.12,Diabetes mellitus with neuropathy,Diabetes with end-organ damage,2
44443,C108500,Insulin dependent diabetes mellitus with ulcer,Diabetes with end-organ damage,2
104639,C10FF11,Type II diabetes mellitus with peripheral angiopathy,Diabetes with end-organ damage,2
34268,C10F200,Type 2 diabetes mellitus with neurological complications,Diabetes with end-organ damage,2
3837,F420400,Diabetic maculopathy,Diabetes with end-organ damage,2
57621,C108D00,Insulin dependent diabetes mellitus with nephropathy,Diabetes with end-organ damage,2
45919,C109212,Type 2 diabetes mellitus with neurological complications,Diabetes with end-organ damage,2
65616,C108H00,Insulin dependent diabetes mellitus with arthropathy,Diabetes with end-organ damage,2
97894,C10EP11,Type I diabetes mellitus with exudative maculopathy,Diabetes with end-organ damage,2
67212,C10H000,DM induced by non-steroid drugs without complication,Diabetes with end-organ damage,2
49640,2G5W.00,O/E - left chronic diabetic foot ulcer,Diabetes with end-organ damage,2
108724,C10EQ11,Type I diabetes mellitus with gastroparesis,Diabetes with end-organ damage,2
68105,C10EB00,Type 1 diabetes mellitus with mononeuropathy,Diabetes with end-organ damage,2
100347,C10A500,Malnutritn-relat diabetes melitus wth periph circul complctn,Diabetes with end-organ damage,2
64449,C108z00,Unspecified diabetes mellitus with multiple complications,Diabetes with end-organ damage,2
64446,C108G00,Insulin dependent diab mell with peripheral angiopathy,Diabetes with end-organ damage,2
66872,C108D11,Type I diabetes mellitus with nephropathy,Diabetes with end-organ damage,2
100964,C10F111,Type II diabetes mellitus with ophthalmic complications,Diabetes with end-organ damage,2
63690,C10FR00,Type 2 diabetes mellitus with gastroparesis,Diabetes with end-organ damage,2
18683,C10E500,Type 1 diabetes mellitus with ulcer,Diabetes with end-organ damage,2
102201,C10FC11,Type II diabetes mellitus with nephropathy,Diabetes with end-organ damage,2
49074,C10F400,Type 2 diabetes mellitus with ulcer,Diabetes with end-organ damage,2
2342,F372.12,Diabetic neuropathy,Diabetes with end-organ damage,2
30294,C10EL00,Type 1 diabetes mellitus with persistent microalbuminuria,Diabetes with end-organ damage,2
11848,C314.11,Renal diabetes,Diabetes with end-organ damage,2
62107,C109511,Type II diabetes mellitus with gangrene,Diabetes with end-organ damage,2
72320,C109A00,Non-insulin dependent diabetes mellitus with mononeuropathy,Diabetes with end-organ damage,2
61523,C106y00,Other specified diabetes mellitus with neurological comps,Diabetes with end-organ damage,2
64283,C10zy00,Other specified diabetes mellitus with unspecified comps,Diabetes with end-organ damage,2
108007,C108311,Type I diabetes mellitus with multiple complications,Diabetes with end-organ damage,2
62146,C109300,Non-insulin-dependent diabetes mellitus with multiple comps,Diabetes with end-organ damage,2
62674,C10FA00,Type 2 diabetes mellitus with mononeuropathy,Diabetes with end-organ damage,2
65025,C107z00,Diabetes mellitus NOS with peripheral circulatory disorder,Diabetes with end-organ damage,2
60499,C108600,Insulin dependent diabetes mellitus with gangrene,Diabetes with end-organ damage,2
31790,F372.00,Polyneuropathy in diabetes,Diabetes with end-organ damage,2
30477,F420700,High risk proliferative diabetic retinopathy,Diabetes with end-organ damage,2
91942,C10E311,Type I diabetes mellitus with multiple complications,Diabetes with end-organ damage,2
10099,F420300,Advanced diabetic maculopathy,Diabetes with end-organ damage,2
59725,C109111,Type II diabetes mellitus with ophthalmic complications,Diabetes with end-organ damage,2
59365,C109C00,Non-insulin dependent diabetes mellitus with nephropathy,Diabetes with end-organ damage,2
7069,F420000,Background diabetic retinopathy,Diabetes with end-organ damage,2
50813,C109A11,Type II diabetes mellitus with mononeuropathy,Diabetes with end-organ damage,2
69278,C109E00,Non-insulin depend diabetes mellitus with diabetic cataract,Diabetes with end-organ damage,2
35385,C10FH00,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes with end-organ damage,2
47409,C109B11,Type II diabetes mellitus with polyneuropathy,Diabetes with end-organ damage,2
35785,F372100,Chronic painful diabetic neuropathy,Diabetes with end-organ damage,2
2986,F420200,Preproliferative diabetic retinopathy,Diabetes with end-organ damage,2
32556,C107.12,Diabetes with gangrene,Diabetes with end-organ damage,2
95351,C10FA11,Type II diabetes mellitus with mononeuropathy,Diabetes with end-organ damage,2
47649,C10E100,Type 1 diabetes mellitus with ophthalmic complications,Diabetes with end-organ damage,2
9881,M271200,Mixed diabetic ulcer - foot,Diabetes with end-organ damage,2
